1403637010.051666498184204,-0.3516295022224871225091647,0.01855929333124645835839672,-0.3365709413257045867773343,0.7594913948358437139063426,0.02051975478964725846386941,0.05502875374539591135647498,-0.6478607887837193324287455,0,0,0,0,0,0,0,0,0
1403637009.801666498184204,-0.351190370494858628003243,0.01857048581969735628893758,-0.3373965090924649912196287,0.7585973823704347251961622,0.01936356854500497631788036,0.05618552204612092815239066,-0.648843787679708627891273,0,0,0,0,0,0,0,0,0
1403637009.601666450500488,-0.3585853691835380607777495,0.00914331019926470020542375,-0.3270696342537142697892705,0.7515518296858948454897131,0.03829625816660343906594477,0.05054086067750682143007168,-0.6566192746391941170713835,0,0,0,0,0,0,0,0,0
1403637009.351666450500488,-0.383490897435619593203171,-0.005726748075146023339576651,-0.3292735329635838037454221,0.7273647672693359655937684,-0.04761345169257157061704078,0.04800981156932204729770319,-0.6829117999379643588753197,0,0,0,0,0,0,0,0,0
1403637009.00166654586792,-0.4391284047749836050300587,-0.07032059320315803274681343,-0.3965919977065980872588113,0.7628339835363442400506528,-0.03213097710001659029765975,0.03229155569382938933964411,-0.6449877202926533881210958,0,0,0,0,0,0,0,0,0
1403637008.651666402816772,-0.4192851211679055056791299,-0.08894198195972456699731623,-0.4362961234092503359782711,0.743778949531058830579866,-0.02887121654772567894142732,0.04435189604670293495036759,-0.666327435471957385537678,0,0,0,0,0,0,0,0,0
1403637008.351666450500488,-0.3803576035347347450432665,-0.06158150492339282966458569,-0.450693346400010907970568,0.7369935708588729594836764,-0.04770900396182223279772927,0.02073088674592749730551944,-0.6738950778826215959327328,0,0,0,0,0,0,0,0,0
1403637008.051666498184204,-0.343038409429679114204248,-0.08941335676309444813192329,-0.4388608936590681075529119,0.7405079282278802521588545,-0.01667258478641310895373984,0.03925575167513201124691591,-0.6706929457816327433405945,0,0,0,0,0,0,0,0,0
1403637007.801666498184204,-0.307803348959651557059658,-0.1194962690808783201124044,-0.4325376874693141471261981,0.732387447034715921567738,-0.03197528358505819651158575,0.0213299578261841073223426,-0.6798023421624787010486557,0,0,0,0,0,0,0,0,0
1403637007.551666498184204,-0.2817011566021907498225119,-0.1748103367633940252723335,-0.4150155682110078791957619,0.7298605629065595401527844,-0.01335494085339586703420345,0.03981118537380252259128,-0.68230513330346020950401,0,0,0,0,0,0,0,0,0
